station_id,hour_timestamp,charging_sessions,total_energy_kwh,avg_energy_kwh,avg_duration_min,avg_current_a,hour,day_of_week,day_num,is_weekend
California_Garage_01,2018-05-03 11:00:00+00:00,2,12.413873369685,6.2069366848425,278.71666666666664,18.224678393629883,11,Thursday,3,False
California_Garage_01,2018-05-03 13:00:00+00:00,2,21.01236083337,10.506180416685,488.16666666666663,6.095510477802264,13,Thursday,3,False
California_Garage_01,2018-05-03 14:00:00+00:00,5,59.50922967687,11.901845935374,529.1533333333334,6.419655642058427,14,Thursday,3,False
California_Garage_01,2018-05-03 15:00:00+00:00,32,113.67114174169856,4.059683633632091,360.8723958333333,4.051596802209057,15,Thursday,3,False
California_Garage_01,2018-05-03 16:00:00+00:00,26,69.89475888887338,3.67867152046702,166.8198717948718,3.913894085054809,16,Thursday,3,False
California_Garage_01,2018-05-03 17:00:00+00:00,8,39.283918333412245,4.910489791676531,230.45,4.148808362486621,17,Thursday,3,False
California_Garage_01,2018-05-03 18:00:00+00:00,1,7.500618611109999,7.500618611109999,363.06666666666666,5.699756733275413,18,Thursday,3,False
California_Garage_01,2018-05-03 19:00:00+00:00,4,18.876750833368,4.719187708342,290.2416666666667,3.7373280027257025,19,Thursday,3,False
California_Garage_01,2018-05-03 21:00:00+00:00,4,17.1250688888678,4.28126722221695,124.20416666666665,10.883231815390412,21,Thursday,3,False
California_Garage_01,2018-05-03 22:00:00+00:00,15,30.93037412294315,2.379259547918704,45.059999999999995,5.515044260265048,22,Thursday,3,False
California_Garage_01,2018-05-03 23:00:00+00:00,3,4.532746223256,1.510915407752,61.33888888888888,15.338560750075592,23,Thursday,3,False
California_Garage_01,2018-05-04 00:00:00+00:00,5,37.5755258333876,7.51510516667752,227.88666666666668,14.495183968381209,0,Friday,4,False
California_Garage_01,2018-05-04 01:00:00+00:00,6,26.343535277780354,4.390589212963392,52.48333333333333,18.505589236495798,1,Friday,4,False
California_Garage_01,2018-05-04 02:00:00+00:00,2,3.326590277776,1.663295138888,16.158333333333335,27.177944918425382,2,Friday,4,False
California_Garage_01,2018-05-04 03:00:00+00:00,4,30.99384333333,7.7484608333325,261.0875,14.359382686568111,3,Friday,4,False
California_Garage_01,2018-05-04 04:00:00+00:00,2,14.011089722222199,7.005544861111099,291.975,7.915442112314391,4,Friday,4,False
California_Garage_01,2018-05-04 05:00:00+00:00,2,18.75367027773,9.376835138865,2450.5416666666665,13.95201974881574,5,Friday,4,False
California_Garage_01,2018-05-04 11:00:00+00:00,1,11.6096388889,11.6096388889,580.65,5.357108274647887,11,Friday,4,False
California_Garage_01,2018-05-04 12:00:00+00:00,1,2.9886530555599995,2.9886530555599995,26.383333333333333,30.534963325183373,12,Friday,4,False
California_Garage_01,2018-05-04 13:00:00+00:00,2,5.77504861111,2.887524305555,43.55,23.103630150820052,13,Friday,4,False
California_Garage_01,2018-05-04 14:00:00+00:00,7,67.4560727776344,9.636581825376343,418.5547619047619,7.480640122266559,14,Friday,4,False
California_Garage_01,2018-05-04 15:00:00+00:00,18,162.02763461757445,9.001535256531914,419.26759259259256,6.99210803834923,15,Friday,4,False
California_Garage_01,2018-05-04 16:00:00+00:00,15,85.03094474388887,5.668729649592591,290.1955555555556,4.389124425804407,16,Friday,4,False
California_Garage_01,2018-05-04 17:00:00+00:00,5,23.28817944443556,4.657635888887112,207.35999999999999,6.1193584822164215,17,Friday,4,False
California_Garage_01,2018-05-04 18:00:00+00:00,12,11.96423480965192,1.0876577099683564,62.706944444444446,2.963320466685518,18,Friday,4,False
California_Garage_01,2018-05-04 19:00:00+00:00,22,21.10573636911492,1.4070490912743279,50.553030303030305,4.549775542365056,19,Friday,4,False
California_Garage_01,2018-05-04 20:00:00+00:00,1,3.2301705555599995,3.2301705555599995,179.5,5.065403462920614,20,Friday,4,False
California_Garage_01,2018-05-04 21:00:00+00:00,13,6.933403318675717,0.533338716821209,38.361538461538466,4.507233633978137,21,Friday,4,False
California_Garage_01,2018-05-04 23:00:00+00:00,3,11.459295277785559,3.8197650925951865,527.9833333333333,7.607982466957021,23,Friday,4,False
California_Garage_01,2018-05-05 00:00:00+00:00,3,28.28541722227,9.428472407423333,217.17222222222222,14.573376612664937,0,Saturday,5,True
California_Garage_01,2018-05-05 01:00:00+00:00,3,46.24238833334,15.414129444446667,519.6,11.610782074504906,1,Saturday,5,True
California_Garage_01,2018-05-05 02:00:00+00:00,5,46.9121213889878,9.38242427779756,95.43333333333332,23.136336493242077,2,Saturday,5,True
California_Garage_01,2018-05-05 04:00:00+00:00,7,106.973219753992,15.281888536284571,590.75,12.29765719804664,4,Saturday,5,True
California_Garage_01,2018-05-05 05:00:00+00:00,1,17.111524274999997,17.111524274999997,492.73333333333335,10.527768966875323,5,Saturday,5,True
California_Garage_01,2018-05-05 06:00:00+00:00,3,24.401332499989003,8.133777499996334,281.9166666666667,20.07437256908436,6,Saturday,5,True
California_Garage_01,2018-05-05 11:00:00+00:00,1,4.49631611111,4.49631611111,82.98333333333333,14.50550185873606,11,Saturday,5,True
California_Garage_01,2018-05-05 12:00:00+00:00,1,3.7624075,3.7624075,32.45,31.368493150684934,12,Saturday,5,True
California_Garage_01,2018-05-05 14:00:00+00:00,4,36.91378555553,9.2284463888825,214.1583333333333,17.442602704988772,14,Saturday,5,True
California_Garage_01,2018-05-05 15:00:00+00:00,2,13.07059861111,6.535299305555,58.79166666666667,30.250350729517393,15,Saturday,5,True
California_Garage_01,2018-05-05 16:00:00+00:00,3,35.8665830556,11.955527685200002,119.39444444444445,27.998024516133256,16,Saturday,5,True
California_Garage_01,2018-05-05 17:00:00+00:00,2,41.13225722219,20.566128611095,955.9499999999999,10.149046916386688,17,Saturday,5,True
California_Garage_01,2018-05-05 18:00:00+00:00,4,62.662217472600005,20.887405824200002,386.3416666666667,10.644486025671204,18,Saturday,5,True
California_Garage_01,2018-05-05 19:00:00+00:00,2,2.2118983422928,1.1059491711464,19.7,16.844389731506684,19,Saturday,5,True
California_Garage_01,2018-05-05 20:00:00+00:00,3,23.871889298859998,7.957296432953332,128.28333333333333,23.403460556342367,20,Saturday,5,True
California_Garage_01,2018-05-05 21:00:00+00:00,2,48.899057500039994,24.449528750019997,247.06666666666666,25.689281223394445,21,Saturday,5,True
California_Garage_01,2018-05-05 22:00:00+00:00,4,24.888223333326,6.2220558333315,74.95416666666667,22.67503133425121,22,Saturday,5,True
California_Garage_01,2018-05-06 00:00:00+00:00,1,12.9031927778,12.9031927778,307.71666666666664,11.373365066225166,0,Sunday,6,True
California_Garage_01,2018-05-06 01:00:00+00:00,2,17.7946367679,8.89731838395,1481.6416666666667,9.08753376229246,1,Sunday,6,True
California_Garage_01,2018-05-06 02:00:00+00:00,2,16.23405252501,8.117026262505,98.97500000000001,26.885827883666863,2,Sunday,6,True
California_Garage_01,2018-05-06 03:00:00+00:00,1,8.07343916667,8.07343916667,70.8,30.764556962025313,3,Sunday,6,True
California_Garage_01,2018-05-06 04:00:00+00:00,1,7.36496277778,7.36496277778,960.4833333333333,2.039092542079702,4,Sunday,6,True
California_Garage_01,2018-05-06 05:00:00+00:00,2,14.665866111089,7.3329330555445,271.7083333333333,17.786066158756583,5,Sunday,6,True
California_Garage_01,2018-05-06 08:00:00+00:00,1,13.9091938889,13.9091938889,477.35,7.9323745819398,8,Sunday,6,True
California_Garage_01,2018-05-06 09:00:00+00:00,1,13.7355427392,13.7355427392,232.21666666666667,17.068691829508712,9,Sunday,6,True
California_Garage_01,2018-05-06 15:00:00+00:00,1,6.86547555556,6.86547555556,114.81666666666666,15.920586607636967,15,Sunday,6,True
California_Garage_01,2018-05-06 16:00:00+00:00,4,43.15155995299889,10.787889988249722,137.82083333333333,16.12425266672977,16,Sunday,6,True
California_Garage_01,2018-05-06 17:00:00+00:00,1,13.9113225,13.9113225,240.18333333333334,15.72562400424854,17,Sunday,6,True
California_Garage_01,2018-05-06 18:00:00+00:00,1,1.94545833333,1.94545833333,17.466666666666665,30.222627737226276,18,Sunday,6,True
California_Garage_01,2018-05-06 19:00:00+00:00,1,3.55299416667,3.55299416667,32.25,29.81858585858586,19,Sunday,6,True
California_Garage_01,2018-05-06 20:00:00+00:00,2,2.106508611116,1.053254305558,9.658333333333333,28.03488268488268,20,Sunday,6,True
California_Garage_01,2018-05-06 21:00:00+00:00,2,2.6682913888920003,1.3341456944460002,12.008333333333335,29.504399830938294,21,Sunday,6,True
California_Garage_01,2018-05-06 22:00:00+00:00,2,16.625683333330002,8.312841666665001,113.25833333333333,19.83187647381852,22,Sunday,6,True
California_Garage_01,2018-05-06 23:00:00+00:00,1,6.5905825,6.5905825,58.78333333333333,30.470704845814975,23,Sunday,6,True
California_Garage_01,2018-05-07 00:00:00+00:00,4,44.101438611056,11.025359652764,189.60000000000002,20.85096857178051,0,Monday,0,False
California_Garage_01,2018-05-07 01:00:00+00:00,7,42.935006478547,6.133572354078143,83.99761904761905,23.30117388263638,1,Monday,0,False
California_Garage_01,2018-05-07 02:00:00+00:00,4,30.3149986110781,7.578749652769525,71.55833333333332,26.324816329630416,2,Monday,0,False
California_Garage_01,2018-05-07 03:00:00+00:00,1,14.3522394444,14.3522394444,1039.8666666666666,5.202736144998258,3,Monday,0,False
California_Garage_01,2018-05-07 04:00:00+00:00,1,0.2709680555559999,0.2709680555559999,2.8833333333333333,24.21372549019608,4,Monday,0,False
California_Garage_01,2018-05-07 06:00:00+00:00,1,4.20205138889,4.20205138889,37.03333333333333,30.66695652173913,6,Monday,0,False
California_Garage_01,2018-05-07 11:00:00+00:00,4,30.163854147409996,10.054618049136666,540.6166666666667,5.295987944249031,11,Monday,0,False
California_Garage_01,2018-05-07 13:00:00+00:00,1,3.76876888889,3.76876888889,69.1,14.56608133086876,13,Monday,0,False
California_Garage_01,2018-05-07 14:00:00+00:00,7,76.35500287714001,10.907857553877145,560.0642857142857,9.04235299081106,14,Monday,0,False
California_Garage_01,2018-05-07 15:00:00+00:00,20,170.64161232118957,8.532080616059478,438.61333333333334,5.810453212095636,15,Monday,0,False
California_Garage_01,2018-05-07 20:00:00+00:00,15,91.09445389309195,6.072963592872797,231.61222222222221,4.5378304705043195,20,Monday,0,False
California_Garage_01,2018-05-07 21:00:00+00:00,1,1.38397833333,1.38397833333,59.05,6.464661654135338,21,Monday,0,False
California_Garage_01,2018-05-07 22:00:00+00:00,3,0.0437941666666699,0.014598055555556634,2.0055555555555555,2.117926568688764,22,Monday,0,False
California_Garage_01,2018-05-07 23:00:00+00:00,1,18.8118108333,18.8118108333,183.18333333333334,27.64213483146067,23,Monday,0,False
California_Garage_01,2018-05-08 00:00:00+00:00,4,36.18984000001,9.0474600000025,283.6333333333333,12.002619574020834,0,Tuesday,1,False
California_Garage_01,2018-05-08 01:00:00+00:00,6,39.3650854551234,6.5608475758538995,89.1388888888889,19.51781099260716,1,Tuesday,1,False
California_Garage_01,2018-05-08 02:00:00+00:00,1,10.4199377778,10.4199377778,188.83333333333334,14.903960055096421,2,Tuesday,1,False
California_Garage_01,2018-05-08 03:00:00+00:00,4,42.44984583333,14.14994861111,410.05000000000007,10.357350514111921,3,Tuesday,1,False
California_Garage_01,2018-05-08 04:00:00+00:00,4,43.2305433333,10.807635833325,927.7666666666667,12.846640454094274,4,Tuesday,1,False
California_Garage_01,2018-05-08 05:00:00+00:00,3,31.59800499996,10.53266833332,268.6666666666667,17.827708281887528,5,Tuesday,1,False
California_Garage_01,2018-05-08 11:00:00+00:00,2,18.054525277739998,9.027262638869999,173.425,14.556209907264627,11,Tuesday,1,False
California_Garage_01,2018-05-08 13:00:00+00:00,2,18.90889388892,9.45444694446,312.5583333333333,11.2699080562674,13,Tuesday,1,False
California_Garage_01,2018-05-08 14:00:00+00:00,8,68.02022394441816,8.50252799305227,515.6708333333333,4.320729602571359,14,Tuesday,1,False
California_Garage_01,2018-05-08 15:00:00+00:00,18,90.80589198413671,5.044771776896484,425.54814814814813,5.129772582455441,15,Tuesday,1,False
California_Garage_01,2018-05-08 16:00:00+00:00,24,103.64136509812732,4.3183902124219715,305.66319444444446,3.040316828998479,16,Tuesday,1,False
California_Garage_01,2018-05-08 17:00:00+00:00,1,2.8240625,2.8240625,131.88333333333333,5.895398138572906,17,Tuesday,1,False
California_Garage_01,2018-05-08 19:00:00+00:00,4,14.71354888889133,3.6783872222228324,150.6,7.539536360076861,19,Tuesday,1,False
California_Garage_01,2018-05-08 20:00:00+00:00,6,13.8973179567178,2.3162196594529667,168.75833333333333,3.975073686937803,20,Tuesday,1,False
California_Garage_01,2018-05-08 22:00:00+00:00,4,33.2397463888678,8.30993659721695,137.72083333333333,16.226475394117937,22,Tuesday,1,False
California_Garage_01,2018-05-08 23:00:00+00:00,5,13.72840291516213,2.745680583032426,47.88333333333334,5.752528801843228,23,Tuesday,1,False
California_Garage_01,2018-05-09 00:00:00+00:00,4,22.1329280555633,5.533232013890825,239.09583333333333,12.750950570945623,0,Wednesday,2,False
California_Garage_01,2018-05-09 01:00:00+00:00,4,38.52948388886,9.632370972215,179.64583333333334,14.441998416935618,1,Wednesday,2,False
California_Garage_01,2018-05-09 02:00:00+00:00,1,2.0549625,2.0549625,19.833333333333332,28.317377049180326,2,Wednesday,2,False
California_Garage_01,2018-05-09 03:00:00+00:00,2,15.58992611111,7.794963055555,429.5,16.57679923906357,3,Wednesday,2,False
California_Garage_01,2018-05-09 06:00:00+00:00,1,13.9141,13.9141,385.2,9.644446325770405,6,Wednesday,2,False
California_Garage_01,2018-05-09 11:00:00+00:00,1,11.6139207125,11.6139207125,521.3333333333334,6.63184440718919,11,Wednesday,2,False
California_Garage_01,2018-05-09 12:00:00+00:00,1,3.10176305556,3.10176305556,27.116666666666667,31.02416267942584,12,Wednesday,2,False
California_Garage_01,2018-05-09 13:00:00+00:00,2,13.428767777770002,6.714383888885001,364.4166666666667,9.645532388521298,13,Wednesday,2,False
California_Garage_01,2018-05-09 14:00:00+00:00,5,24.81199364696,4.962398729392,514.4266666666666,3.425958848337846,14,Wednesday,2,False
California_Garage_01,2018-05-09 15:00:00+00:00,29,156.89487029724467,5.410167941284299,326.1327586206897,5.184396471423822,15,Wednesday,2,False
California_Garage_01,2018-05-09 16:00:00+00:00,20,116.44719142680664,5.822359571340332,246.2675,4.346673779172258,16,Wednesday,2,False
California_Garage_01,2018-05-09 19:00:00+00:00,4,25.38383833338,6.345959583345,292.1541666666667,6.124543342842999,19,Wednesday,2,False
California_Garage_01,2018-05-09 20:00:00+00:00,10,35.578278238530686,3.9531420265034094,147.9633333333333,4.5219648495041564,20,Wednesday,2,False
California_Garage_01,2018-05-09 21:00:00+00:00,1,1.14613583333,1.14613583333,53.2,5.8667481662591685,21,Wednesday,2,False
California_Garage_01,2018-05-09 22:00:00+00:00,1,8.60044138889,8.60044138889,157.48333333333332,14.825484764542937,22,Wednesday,2,False
California_Garage_01,2018-05-09 23:00:00+00:00,10,23.308145794723877,2.589793977191542,55.46833333333334,5.35245230382374,23,Wednesday,2,False
California_Garage_01,2018-05-10 00:00:00+00:00,4,29.43373222221333,7.358433055553332,241.89166666666668,10.455948143801109,0,Thursday,3,False
California_Garage_01,2018-05-10 01:00:00+00:00,8,51.64320896352556,6.455401120440695,183.12291666666667,14.696979609342696,1,Thursday,3,False
California_Garage_01,2018-05-10 02:00:00+00:00,3,31.58519884327,10.528399614423334,296.96111111111117,19.42293723586032,2,Thursday,3,False
California_Garage_01,2018-05-10 03:00:00+00:00,3,9.39209416667,3.130698055556667,71.23888888888888,12.873584904239038,3,Thursday,3,False
California_Garage_01,2018-05-10 04:00:00+00:00,1,6.53995055556,6.53995055556,690.5833333333334,2.3704502098435714,4,Thursday,3,False
California_Garage_01,2018-05-10 05:00:00+00:00,1,41.9188138889,41.9188138889,528.7833333333333,21.57148180350267,5,Thursday,3,False
California_Garage_01,2018-05-10 12:00:00+00:00,2,11.677533796589,5.8387668982945,286.81666666666666,14.299671554731301,12,Thursday,3,False
California_Garage_01,2018-05-10 13:00:00+00:00,1,14.403652777799998,14.403652777799998,670.3166666666667,5.7468677494199545,13,Thursday,3,False
California_Garage_01,2018-05-10 14:00:00+00:00,4,33.29137828717,8.3228445717925,409.2333333333333,7.961937583348301,14,Thursday,3,False
California_Garage_01,2018-05-10 15:00:00+00:00,20,146.03900789008668,7.301950394504334,471.25666666666666,4.4976685709731585,15,Thursday,3,False
California_Garage_01,2018-05-10 16:00:00+00:00,28,63.998407713155025,2.559936308526201,70.73452380952381,3.046591201040872,16,Thursday,3,False
California_Garage_01,2018-05-10 17:00:00+00:00,11,47.837761431811046,4.783776143181105,178.0681818181818,3.819894429229224,17,Thursday,3,False
California_Garage_01,2018-05-10 18:00:00+00:00,5,11.989759999992271,2.997439999998068,278.49666666666667,1.5124014567362027,18,Thursday,3,False
California_Garage_01,2018-05-10 19:00:00+00:00,4,18.47330606414,4.618326516035,314.8958333333333,4.464436688184167,19,Thursday,3,False
California_Garage_01,2018-05-10 20:00:00+00:00,2,0.00943195394808,0.00943195394808,263.18333333333334,0.44454837324614527,20,Thursday,3,False
California_Garage_01,2018-05-10 21:00:00+00:00,1,0.00713044422722,0.00713044422722,0.3,5.364125122188625,21,Thursday,3,False
California_Garage_01,2018-05-10 22:00:00+00:00,8,28.685641265307428,3.5857051581634285,59.787499999999994,10.905221104504063,22,Thursday,3,False
California_Garage_01,2018-05-10 23:00:00+00:00,5,13.95979934694211,2.791959869388422,36.78,7.358581569904731,23,Thursday,3,False
California_Garage_01,2018-05-11 00:00:00+00:00,4,11.022401444831111,2.7556003612077777,33.80833333333333,16.476231049281857,0,Friday,4,False
California_Garage_01,2018-05-11 01:00:00+00:00,5,40.54319658170556,8.108639316341112,233.93,11.739254824506578,1,Friday,4,False
California_Garage_01,2018-05-11 02:00:00+00:00,6,12.392418531012218,3.0981046327530546,35.05555555555556,6.34130117373341,2,Friday,4,False
California_Garage_01,2018-05-11 03:00:00+00:00,5,33.3325781009,6.66651562018,273.15999999999997,13.933220993528058,3,Friday,4,False
California_Garage_01,2018-05-11 05:00:00+00:00,1,13.9477297222,13.9477297222,584.0833333333334,6.2927445526193795,5,Friday,4,False
California_Garage_01,2018-05-11 06:00:00+00:00,1,1.84426027778,1.84426027778,16.216666666666665,30.962698412698412,6,Friday,4,False
California_Garage_01,2018-05-11 11:00:00+00:00,1,11.477213859,11.477213859,330.96666666666664,10.2706298293041,11,Friday,4,False
California_Garage_01,2018-05-11 12:00:00+00:00,1,3.73507635495,3.73507635495,69.58333333333333,15.563290199984976,12,Friday,4,False
California_Garage_01,2018-05-11 13:00:00+00:00,2,15.45160944441,7.725804722205,368.65,9.726976559294396,13,Friday,4,False
California_Garage_01,2018-05-11 14:00:00+00:00,4,52.98935855058,13.247339637645,574.1333333333333,6.797387861156977,14,Friday,4,False
California_Garage_01,2018-05-11 15:00:00+00:00,21,167.2950518742889,7.966431041632805,411.8261904761905,7.498140487742971,15,Friday,4,False
California_Garage_01,2018-05-11 16:00:00+00:00,19,40.40217992841958,2.2445655515788654,218.92456140350876,2.9734314308682537,16,Friday,4,False
California_Garage_01,2018-05-11 17:00:00+00:00,11,70.18115395672739,6.380104905157035,327.55151515151516,4.48590521806835,17,Friday,4,False
California_Garage_01,2018-05-11 19:00:00+00:00,3,8.05254808706,2.684182695686667,206.18888888888887,4.956085941881819,19,Friday,4,False
California_Garage_01,2018-05-11 20:00:00+00:00,3,4.9052958678162994,1.6350986226054331,152.65555555555554,3.2843391441650813,20,Friday,4,False
California_Garage_01,2018-05-11 21:00:00+00:00,3,0.0004983333333329,0.00016611111111096668,0.12222222222222223,0.28444444444444444,21,Friday,4,False
California_Garage_01,2018-05-11 22:00:00+00:00,5,4.13405611111,0.8268112222219999,71.84,0.7465941644562333,22,Friday,4,False
California_Garage_01,2018-05-11 23:00:00+00:00,4,8.070331944445222,2.0175829861113055,88.92083333333333,8.90328283918193,23,Friday,4,False
California_Garage_01,2018-05-12 01:00:00+00:00,3,64.9995281807,21.666509393566667,863.8611111111112,8.747026714898293,1,Saturday,5,True
California_Garage_01,2018-05-12 02:00:00+00:00,5,33.5708972545456,6.7141794509091195,125.41666666666666,15.736226657903426,2,Saturday,5,True
California_Garage_01,2018-05-12 04:00:00+00:00,2,48.508688888870005,24.254344444435002,2411.991666666667,4.949039107291771,4,Saturday,5,True
California_Garage_01,2018-05-12 05:00:00+00:00,1,0.0,,0.1,0.0,5,Saturday,5,True
California_Garage_01,2018-05-12 06:00:00+00:00,2,19.355138611069997,9.677569305534998,389.30833333333334,10.058150479449235,6,Saturday,5,True
California_Garage_01,2018-05-12 09:00:00+00:00,1,12.533327251,12.533327251,227.15,16.014745267097915,9,Saturday,5,True
California_Garage_01,2018-05-12 11:00:00+00:00,1,4.68984333333,4.68984333333,84.4,14.736793183578621,11,Saturday,5,True
California_Garage_01,2018-05-12 13:00:00+00:00,1,14.0465958333,14.0465958333,745.1833333333333,5.165439599714081,13,Saturday,5,True
California_Garage_01,2018-05-12 14:00:00+00:00,1,2.34697027778,2.34697027778,103.9,6.594761273209548,14,Saturday,5,True
California_Garage_01,2018-05-12 15:00:00+00:00,7,16.815472461721114,2.802578743620186,72.87857142857142,4.544994777458783,15,Saturday,5,True
California_Garage_01,2018-05-12 16:00:00+00:00,4,35.71496790943,8.9287419773575,210.37083333333334,12.279105997279313,16,Saturday,5,True
California_Garage_01,2018-05-12 17:00:00+00:00,2,16.99732527782,8.49866263891,82.68333333333334,28.73257029687866,17,Saturday,5,True
California_Garage_01,2018-05-12 18:00:00+00:00,3,42.621446666689,14.207148888896334,508.2611111111111,15.710705047869865,18,Saturday,5,True
California_Garage_01,2018-05-12 19:00:00+00:00,3,29.21127416668,9.737091388893333,170.4722222222222,19.50228359204162,19,Saturday,5,True
California_Garage_01,2018-05-12 20:00:00+00:00,1,13.9086625,13.9086625,257.78333333333336,14.635673101027825,20,Saturday,5,True
California_Garage_01,2018-05-12 21:00:00+00:00,2,0.6054804037689999,0.30274020188449996,2.941666666666667,27.390136457443408,21,Saturday,5,True
California_Garage_01,2018-05-12 22:00:00+00:00,6,49.425297222238,8.237549537039667,96.71111111111111,26.24588610146452,22,Saturday,5,True
California_Garage_01,2018-05-12 23:00:00+00:00,7,113.43265235713798,16.204664622448284,280.3857142857143,22.123201399054377,23,Saturday,5,True
California_Garage_01,2018-05-13 00:00:00+00:00,5,19.542158740666707,3.9084317481333413,215.07,14.871832059411926,0,Sunday,6,True
California_Garage_01,2018-05-13 01:00:00+00:00,2,8.59941694444,4.29970847222,39.65833333333333,29.20603101853503,1,Sunday,6,True
California_Garage_01,2018-05-13 02:00:00+00:00,3,14.673104259287,4.891034753095666,79.38888888888889,24.12678013035166,2,Sunday,6,True
California_Garage_01,2018-05-13 03:00:00+00:00,1,13.5255136111,13.5255136111,144.56666666666666,25.11053811659193,3,Sunday,6,True
California_Garage_01,2018-05-13 07:00:00+00:00,2,28.16055402113,14.080277010565,463.3916666666667,11.983890900769234,7,Sunday,6,True
California_Garage_01,2018-05-13 08:00:00+00:00,1,13.940514444399998,13.940514444399998,1216.2333333333333,3.0461686746987957,8,Sunday,6,True
